"cell","compartment_call"
"G9_P2_M55_L001","NK"
"G9_P3_M55_L001","T_cell"
"G9_P4_M55_L001","T_cell"
"H10_P1_M55_L001","NK"
"H10_P2_M55_L001","T_cell"
"H10_P4_M55_L001","T_cell"
"H11_P1_M55_L001","T_cell"
"H11_P2_M55_L001","B_cell"
"H11_P3_M55_L001","T_cell"
"H12_P1_M55_L001","T_cell"
"H12_P3_M55_L001","T_cell"
"H1_P1_M55_L001","T_cell"
"H1_P2_M55_L001","NK"
"H1_P3_M55_L001","T_cell"
"H1_P4_M55_L001","T_cell"
"H2_P1_M55_L001","T_cell"
"H2_P2_M55_L001","T_cell"
"H2_P3_M55_L001","B_cell"
"H2_P4_M55_L001","T_cell"
"H3_P1_M55_L001","T_cell"
"H3_P2_M55_L001","T_cell"
"H3_P3_M55_L001","B_cell"
"H3_P4_M55_L001","T_cell"
"H4_P1_M55_L001","T_cell"
"H4_P2_M55_L001","B_cell"
"H4_P3_M55_L001","T_cell"
"H4_P4_M55_L001","Myeloid"
"H5_P1_M55_L001","T_cell"
"H5_P2_M55_L001","T_cell"
"H5_P3_M55_L001","T_cell"
"H5_P4_M55_L001","T_cell"
"H6_P1_M55_L001","T_cell"
"H6_P2_M55_L001","T_cell"
"H6_P3_M55_L001","T_cell"
"H6_P4_M55_L001","T_cell"
"H7_P1_M55_L001","T_cell"
"H7_P2_M55_L001","T_cell"
"H7_P4_M55_L001","T_cell"
"H8_P1_M55_L001","T_cell"
"H8_P2_M55_L001","T_cell"
"H8_P3_M55_L001","T_cell"
"H8_P4_M55_L001","T_cell"
"H9_P1_M55_L001","T_cell"
"H9_P2_M55_L001","T_cell"
"H9_P3_M55_L001","T_cell"
"H9_P4_M55_L001","T_cell"
"A10_P1_M34","NK"
"A10_P2_M34","T_cell"
"A10_P3_M34","T_cell"
"A10_P4_M34","T_cell"
"A11_P1_M34","Myeloid"
"A11_P2_M34","T_cell"
"A11_P3_M34","Myeloid"
"A11_P4_M34","T_cell"
"A12_P1_M34","Myeloid"
"A12_P2_M34","T_cell"
"A12_P3_M34","T_cell"
"A12_P4_M34","T_cell"
"A2_P2_M34","T_cell"
"A2_P3_M34","Myeloid"
"A2_P4_M34","T_cell"
"A3_P1_M34","T_cell"
"A3_P2_M34","T_cell"
"A3_P4_M34","NK"
"A4_P1_M34","T_cell"
"A4_P2_M34","T_cell"
"A4_P3_M34","T_cell"
"A4_P4_M34","T_cell"
"A5_P1_M34","T_cell"
"A5_P2_M34","Myeloid"
"A5_P3_M34","T_cell"
"A5_P4_M34","NK"
"A6_P1_M34","T_cell"
"A6_P2_M34","T_cell"
"A6_P3_M34","T_cell"
"A6_P4_M34","T_cell"
"A7_P1_M34","NK"
"A7_P2_M34","T_cell"
"A7_P3_M34","T_cell"
"A7_P4_M34","T_cell"
"A8_P1_M34","T_cell"
"A8_P2_M34","NK"
"A8_P3_M34","Myeloid"
"A8_P4_M34","T_cell"
"A9_P1_M34","Myeloid"
"A9_P2_M34","Myeloid"
"A9_P3_M34","NK"
"A9_P4_M34","T_cell"
"B10_P1_M34","T_cell"
"B10_P3_M34","T_cell"
"B10_P4_M34","NK"
"B11_P1_M34","T_cell"
"B11_P2_M34","T_cell"
"B11_P4_M15","T_cell"
"B12_P1_M34","T_cell"
"B12_P2_M34","T_cell"
"B12_P4_M34","T_cell"
"B1_P1_M34","T_cell"
"B1_P2_M34","T_cell"
"B1_P3_M34","T_cell"
"B1_P4_M34","NK"
"B2_P1_M34","T_cell"
"B2_P2_M34","NK"
"B2_P3_M34","T_cell"
"B2_P4_M34","T_cell"
"B3_P1_M34","T_cell"
"B3_P2_M34","NK"
"B3_P3_M34","T_cell"
"B3_P4_M34","T_cell"
"B4_P1_M34","T_cell"
"B4_P2_M34","T_cell"
"B4_P3_M34","T_cell"
"B4_P4_M34","NK"
"B5_P1_M34","T_cell"
"B5_P2_M34","T_cell"
"B5_P3_M34","T_cell"
"B5_P4_M34","T_cell"
"B6_P1_M34","B_cell"
"B6_P2_M34","T_cell"
"B6_P3_M34","T_cell"
"B6_P4_M34","T_cell"
"B7_P1_M34","T_cell"
"B7_P2_M34","T_cell"
"B7_P3_M34","T_cell"
"B7_P4_M34","Myeloid"
"B8_P1_M34","T_cell"
"B8_P2_M34","T_cell"
"B8_P3_M34","T_cell"
"B8_P4_M34","T_cell"
"B9_P1_M34","T_cell"
"B9_P2_M34","T_cell"
"B9_P3_M34","NK"
"B9_P4_M34","T_cell"
"C10_P1_M34","T_cell"
"C10_P2_M34","T_cell"
"C10_P3_M34","T_cell"
"C10_P4_M34","NK"
"C11_P1_M34","T_cell"
"C11_P2_M34","NK"
"C11_P3_M34","T_cell"
"C11_P4_M34","Myeloid"
"C12_P1_M34","T_cell"
"C12_P2_M34","T_cell"
"C12_P3_M34","T_cell"
"C12_P4_M34","T_cell"
"C1_P1_M34","NK"
"C1_P2_M34","NK"
"C1_P3_M34","NK"
"C1_P4_M34","T_cell"
"C2_P1_M34","T_cell"
"C2_P2_M34","T_cell"
"C2_P3_M34","NK"
"C3_P1_M34","T_cell"
"C3_P2_M34","Myeloid"
"C3_P3_M34","T_cell"
"C3_P4_M34","T_cell"
"C4_P3_M34","T_cell"
"C4_P4_M34","T_cell"
"C5_P2_M34","T_cell"
"C5_P3_M34","T_cell"
"C5_P4_M34","NK"
"C6_P1_M34","T_cell"
"C6_P2_M34","T_cell"
"C6_P3_M34","Myeloid"
"C6_P4_M34","T_cell"
"C7_P1_M34","Myeloid"
"C7_P2_M34","T_cell"
"C7_P3_M34","T_cell"
"C7_P4_M34","T_cell"
"C8_P1_M34","T_cell"
"C8_P2_M34","NK"
"C8_P3_M34","T_cell"
"C8_P4_M34","NK"
"C9_P1_M34","T_cell"
"C9_P2_M34","T_cell"
"C9_P3_M34","T_cell"
"C9_P4_M34","T_cell"
"D10_P1_M34","T_cell"
"D10_P2_M34","T_cell"
"D10_P3_M34","T_cell"
"D10_P4_M34","T_cell"
"D11_P1_M34","NK"
"D11_P2_M34","T_cell"
"D11_P4_M34","T_cell"
"D12_P1_M34","Myeloid"
"D12_P2_M34","T_cell"
"D1_P1_M34","T_cell"
"D1_P2_M34","NK"
"D1_P3_M34","NK"
"D2_P2_M34","Myeloid"
"D2_P3_M34","T_cell"
"D2_P4_M34","T_cell"
"D3_P2_M34","T_cell"
"D3_P3_M34","T_cell"
"D3_P4_M34","NK"
"D4_P2_M34","T_cell"
"D4_P3_M34","T_cell"
"D4_P4_M34","NK"
"D5_P1_M34","T_cell"
"D5_P2_M34","T_cell"
"D5_P3_M34","Myeloid"
"D5_P4_M34","T_cell"
"D6_P1_M34","T_cell"
"D6_P2_M34","T_cell"
"D6_P3_M34","T_cell"
"D6_P4_M34","B_cell"
"D7_P1_M34","NK"
"D7_P2_M34","T_cell"
"D7_P3_M34","T_cell"
"D7_P4_M34","T_cell"
"D8_P1_M34","Myeloid"
"D8_P2_M34","Myeloid"
"D8_P3_M34","NK"
"D8_P4_M34","T_cell"
"D9_P2_M34","T_cell"
"D9_P3_M34","T_cell"
"D9_P4_M34","T_cell"
"E10_P1_M34","T_cell"
"E10_P2_M34","T_cell"
"E10_P3_M34","NK"
"E10_P4_M34","NK"
"E11_P1_M34","Myeloid"
"E11_P2_M34","T_cell"
"E11_P3_M34","T_cell"
"E11_P4_M34","NK"
"E12_P1_M34","T_cell"
"E12_P2_M34","T_cell"
"E12_P3_M34","T_cell"
"E12_P4_M34","T_cell"
"E1_P1_M34","T_cell"
"E1_P2_M34","T_cell"
"E1_P3_M34","T_cell"
"E1_P4_M34","T_cell"
"E2_P1_M34","T_cell"
"E2_P2_M34","T_cell"
"E2_P4_M34","T_cell"
"E3_P1_M34","T_cell"
"E3_P2_M34","T_cell"
"E3_P3_M24","Myeloid"
"E4_P1_M34","T_cell"
"E4_P2_M34","B_cell"
"E4_P4_M34","T_cell"
"E5_P1_M34","NK"
"E5_P2_M34","T_cell"
"E6_P2_M34","NK"
"E6_P3_M34","T_cell"
"E7_P2_M37","B_cell"
"E7_P3_M34","NK"
"E7_P4_M34","T_cell"
"E8_P1_M34","NK"
"E8_P2_M34","T_cell"
"E8_P3_M34","T_cell"
"E8_P4_M34","T_cell"
"E9_P1_M34","NK"
"E9_P2_M34","T_cell"
"E9_P3_M34","T_cell"
"F10_P1_M34","T_cell"
"F10_P2_M34","Myeloid"
"F10_P3_M34","T_cell"
"F10_P4_M34","T_cell"
"F11_P2_M34","T_cell"
"F11_P3_M34","T_cell"
"F11_P4_M34","T_cell"
"F12_P2_M34","Myeloid"
"F12_P3_M34","T_cell"
"F12_P4_M34","T_cell"
"F1_P1_M34","T_cell"
"F1_P2_M34","T_cell"
"F1_P3_M34","T_cell"
"F1_P4_M34","Myeloid"
"F2_P1_M34","NK"
"F2_P2_M34","T_cell"
"F2_P3_M34","NK"
"F2_P4_M34","T_cell"
"F3_P1_M34","T_cell"
"F3_P2_M34","Myeloid"
"F3_P3_M34","T_cell"
"F3_P4_M34","T_cell"
"F4_P1_M34","T_cell"
"F4_P3_M34","NK"
"F5_P1_M34","T_cell"
"F5_P2_M34","T_cell"
"F5_P3_M34","T_cell"
"F6_P1_M34","T_cell"
"F6_P2_M34","T_cell"
"F6_P3_M34","T_cell"
"F6_P4_M34","T_cell"
"F7_P1_M34","T_cell"
"F7_P2_M34","NK"
"F7_P3_M34","Myeloid"
"F7_P4_M34","T_cell"
"F8_P1_M34","T_cell"
"F8_P2_M34","NK"
"F8_P4_M34","Myeloid"
"F9_P1_M34","T_cell"
"F9_P2_M34","T_cell"
"F9_P3_M34","T_cell"
"G10_P1_M34","Myeloid"
"G10_P2_M34","NK"
"G10_P3_M34","T_cell"
"G10_P4_M34","NK"
"G11_P1_M34","NK"
"G11_P3_M34","T_cell"
"G11_P4_M34","T_cell"
"G12_P1_M34","T_cell"
"G12_P2_M34","T_cell"
"G12_P3_M34","T_cell"
"G12_P4_M34","T_cell"
"G1_P1_M34","T_cell"
"G1_P2_M34","T_cell"
"G1_P3_M34","Myeloid"
"G1_P4_M34","B_cell"
"G2_P1_M34","T_cell"
"G2_P2_M34","B_cell"
"G2_P3_M34","T_cell"
"G2_P4_M34","T_cell"
"G3_P1_M34","T_cell"
"G3_P2_M34","Myeloid"
"G3_P3_M34","Myeloid"
"G3_P4_M34","T_cell"
"G4_P1_M34","T_cell"
"G4_P3_M34","T_cell"
"G4_P4_M34","NK"
"G5_P1_M34","Myeloid"
"G5_P3_M34","T_cell"
"G5_P4_M34","T_cell"
"G6_P1_M34","T_cell"
"G6_P3_M34","T_cell"
"G6_P4_M34","Myeloid"
"G7_P1_M34","T_cell"
"G7_P2_M34","Myeloid"
"G7_P3_M34","Myeloid"
"G7_P4_M34","T_cell"
"G8_P1_M34","T_cell"
"G8_P2_M34","T_cell"
"G8_P3_M34","T_cell"
"G8_P4_M34","NK"
"G9_P1_M34","B_cell"
"G9_P2_M34","Myeloid"
"G9_P3_M34","T_cell"
"H10_P1_M34","T_cell"
"H10_P2_M34","T_cell"
"H10_P3_M34","T_cell"
"H10_P4_M34","T_cell"
"H11_P2_M34","T_cell"
"H11_P3_M34","T_cell"
"H11_P4_M34","T_cell"
"H12_P2_M34","T_cell"
"H12_P3_M34","NK"
"H12_P4_M34","T_cell"
"H1_P1_M34","Myeloid"
"H1_P3_M34","T_cell"
"H1_P4_M34","Myeloid"
"H2_P1_M34","T_cell"
"H2_P4_M34","T_cell"
"H3_P1_M34","T_cell"
"H3_P2_M34","T_cell"
"H3_P3_M34","Myeloid"
"H3_P4_M34","T_cell"
"H4_P1_M34","T_cell"
"H4_P2_M34","T_cell"
"H4_P3_M34","NK"
"H4_P4_M34","T_cell"
"H5_P1_M34","T_cell"
"H5_P2_M34","T_cell"
"H5_P3_M34","T_cell"
"H5_P4_M34","T_cell"
"H6_P1_M34","T_cell"
"H6_P2_M34","T_cell"
"H6_P3_M34","Myeloid"
"H6_P4_M34","T_cell"
"H7_P1_M34","B_cell"
"H7_P2_M34","T_cell"
"H7_P3_M34","T_cell"
"H7_P4_M34","T_cell"
"H8_P1_M34","T_cell"
"H8_P2_M34","T_cell"
"H8_P3_M34","T_cell"
"H8_P4_M34","T_cell"
"H9_P1_M34","T_cell"
"H9_P2_M34","T_cell"
"H9_P3_M34","T_cell"
"H9_P4_M34","T_cell"
"A10_P1_M39","T_cell"
"A10_P2_M39","T_cell"
"A10_P4_M39","T_cell"
"A11_P1_M39","T_cell"
"A11_P2_M39","T_cell"
"A11_P3_M39","T_cell"
"A11_P4_M39","NK"
"A12_P1_M39","T_cell"
"A12_P3_M39","T_cell"
"A12_P4_M39","T_cell"
"A2_P1_M39","T_cell"
"A2_P2_M39","T_cell"
"A2_P3_M39","T_cell"
"A3_P1_M39","T_cell"
"A3_P2_M39","T_cell"
"A3_P3_M39","B_cell"
"A3_P4_M39","T_cell"
"A4_P2_M39","T_cell"
"A4_P4_M39","T_cell"
"A5_P3_M39","T_cell"
"A5_P4_M39","T_cell"
"A6_P1_M39","T_cell"
"A6_P4_M39","Unassigned (all modules low)"
"A7_P1_M39","T_cell"
"A7_P2_M39","T_cell"
"A7_P3_M39","T_cell"
"A7_P4_M39","T_cell"
"A8_P1_M39","B_cell"
"A8_P2_M39","T_cell"
"A8_P3_M39","T_cell"
"A8_P4_M39","T_cell"
"A9_P2_M39","T_cell"
"A9_P3_M39","T_cell"
"A9_P4_M39","T_cell"
"B10_P4_M39","T_cell"
"B11_P1_M39","T_cell"
"B12_P1_M39","T_cell"
"B12_P2_M39","T_cell"
"B1_P1_M39","T_cell"
"B1_P2_M39","T_cell"
"B1_P3_M39","T_cell"
"B1_P4_M39","NK"
"B2_P1_M39","T_cell"
"B2_P2_M39","T_cell"
"B2_P3_M39","T_cell"
"B2_P4_M39","T_cell"
"B3_P2_M39","T_cell"
"B3_P3_M39","T_cell"
"B3_P4_M39","T_cell"
"B4_P1_M39","T_cell"
"B4_P3_M39","B_cell"
"B5_P1_M39","T_cell"
"B5_P3_M39","T_cell"
"B5_P4_M39","T_cell"
"B6_P1_M39","T_cell"
"B6_P3_M39","T_cell"
"B6_P4_M39","T_cell"
"B7_P1_M39","T_cell"
"B7_P2_M39","T_cell"
"B7_P3_M39","T_cell"
"B7_P4_M39","Unassigned (all modules low)"
"B8_P2_M39","T_cell"
"B8_P3_M39","T_cell"
"B9_P3_M39","T_cell"
"B9_P4_M39","T_cell"
"C10_P4_M39","NK"
"C11_P3_M39","T_cell"
"C11_P4_M39","T_cell"
"C12_P1_M39","Myeloid"
"C12_P2_M39","NK"
"C12_P3_M39","T_cell"
"C12_P4_M39","T_cell"
"C1_P1_M39","T_cell"
"C1_P2_M39","T_cell"
"C1_P3_M39","T_cell"
"C1_P4_M39","T_cell"
"C2_P1_M39","T_cell"
"C2_P3_M39","T_cell"
"C2_P4_M39","T_cell"
"C3_P1_M39","T_cell"
"C3_P2_M39","T_cell"
"C3_P4_M39","T_cell"
"C4_P1_M39","B_cell"
"C4_P2_M39","T_cell"
"C4_P4_M39","T_cell"
"C5_P1_M39","T_cell"
"C5_P4_M39","T_cell"
"C6_P1_M39","T_cell"
"C7_P1_M39","T_cell"
"C7_P2_M39","Myeloid"
"C8_P1_M39","T_cell"
"C8_P2_M39","T_cell"
"C8_P4_M39","T_cell"
"C9_P1_M39","T_cell"
"C9_P2_M39","T_cell"
"C9_P4_M39","T_cell"
"D10_P1_M39","T_cell"
"D10_P2_M39","T_cell"
"D10_P4_M39","T_cell"
"D11_P1_M39","T_cell"
"D11_P2_M39","T_cell"
"D11_P3_M39","T_cell"
"D11_P4_M39","T_cell"
"D12_P1_M39","T_cell"
"D12_P2_M39","T_cell"
"D12_P3_M39","T_cell"
"D12_P4_M39","T_cell"
"D1_P1_M39","T_cell"
"D1_P2_M39","T_cell"
"D1_P4_M39","T_cell"
"D2_P1_M39","T_cell"
"D2_P2_M39","T_cell"
"D3_P1_M39","T_cell"
"D3_P2_M39","Myeloid"
"D3_P3_M39","B_cell"
"D4_P2_M39","T_cell"
"D4_P4_M39","T_cell"
"D5_P1_M39","T_cell"
"D5_P2_M39","T_cell"
"D5_P3_M39","T_cell"
"D6_P1_M39","T_cell"
"D6_P2_M39","T_cell"
"D6_P3_M39","Unassigned (all modules low)"
"D7_P1_M39","T_cell"
"D7_P2_M39","T_cell"
"D7_P4_M39","T_cell"
"D8_P1_M39","T_cell"
"D8_P3_M39","T_cell"
"D9_P1_M39","T_cell"
"D9_P2_M39","T_cell"
"D9_P4_M39","T_cell"
"E10_P1_M39","T_cell"
"E10_P2_M39","T_cell"
"E10_P3_M39","T_cell"
"E10_P4_M39","T_cell"
"E11_P1_M39","T_cell"
"E11_P2_M39","T_cell"
"E11_P3_M39","T_cell"
"E11_P4_M39","T_cell"
"E12_P2_M39","B_cell"
"E12_P3_M39","T_cell"
"E12_P4_M39","T_cell"
"E1_P1_M39","T_cell"
"E1_P3_M39","T_cell"
"E1_P4_M39","T_cell"
"E2_P1_M39","T_cell"
"E2_P3_M39","T_cell"
"E2_P4_M39","T_cell"
"E3_P1_M39","T_cell"
"E3_P2_M39","B_cell"
"E3_P3_M39","T_cell"
"E3_P4_M39","T_cell"
"E4_P1_M39","T_cell"
"E4_P2_M39","T_cell"
"E4_P3_M39","Malignant"
"E4_P4_M39","B_cell"
"E5_P1_M39","T_cell"
"E5_P2_M39","T_cell"
"E5_P4_M39","T_cell"
"E6_P1_M39","T_cell"
"E6_P2_M39","T_cell"
"E6_P3_M39","B_cell"
"E7_P1_M39","T_cell"
"E7_P2_M39","T_cell"
"E7_P3_M39","T_cell"
"E7_P4_M39","B_cell"
"E8_P1_M39","T_cell"
"E8_P2_M39","T_cell"
"E8_P3_M39","T_cell"
"E9_P2_M39","T_cell"
"E9_P3_M39","T_cell"
"E9_P4_M39","T_cell"
"F10_P1_M39","T_cell"
"F10_P2_M39","NK"
"F10_P3_M39","T_cell"
"F10_P4_M39","Myeloid"
"F11_P1_M39","T_cell"
"F11_P2_M39","Myeloid"
"F11_P3_M39","NK"
"F11_P4_M39","NK"
"F12_P1_M39","T_cell"
"F12_P2_M39","T_cell"
"F12_P3_M39","T_cell"
"F12_P4_M39","T_cell"
"F1_P1_M39","T_cell"
"F1_P2_M39","T_cell"
"F1_P3_M39","T_cell"
"F1_P4_M39","T_cell"
"F2_P2_M39","T_cell"
"F2_P3_M39","T_cell"
"F2_P4_M39","T_cell"
"F3_P1_M39","T_cell"
"F3_P2_M39","T_cell"
"F3_P4_M39","T_cell"
"F4_P1_M39","T_cell"
"F4_P2_M39","T_cell"
"F4_P3_M39","T_cell"
"F4_P4_M39","T_cell"
"F5_P1_M39","T_cell"
"F5_P2_M39","T_cell"
"F5_P3_M39","T_cell"
"F5_P4_M39","T_cell"
"F6_P1_M39","T_cell"
"F6_P3_M39","Unassigned (all modules low)"
"F6_P4_M39","T_cell"
"F7_P1_M39","T_cell"
"F7_P2_M39","T_cell"
"F7_P4_M39","T_cell"
"F8_P1_M39","T_cell"
"F8_P2_M39","T_cell"
"F9_P1_M39","T_cell"
"F9_P2_M39","T_cell"
"F9_P3_M39","T_cell"
"G10_P1_M39","T_cell"
"G10_P2_M39","T_cell"
"G10_P3_M39","T_cell"
"G10_P4_M39","T_cell"
"G11_P1_M39","T_cell"
"G11_P2_M39","T_cell"
"G11_P3_M39","T_cell"
"G11_P4_M39","T_cell"
"G12_P1_M39","T_cell"
"G12_P2_M39","T_cell"
"G12_P3_M39","T_cell"
"G1_P1_M39","T_cell"
"G1_P2_M39","T_cell"
"G1_P3_M39","T_cell"
"G1_P4_M39","T_cell"
"G2_P1_M39","T_cell"
"G2_P2_M39","T_cell"
"G2_P3_M39","NK"
"G2_P4_M39","T_cell"
"G3_P1_M39","T_cell"
"G3_P2_M39","B_cell"
"G3_P3_M39","T_cell"
"G3_P4_M39","B_cell"
"G4_P1_M39","T_cell"
"G4_P2_M39","T_cell"
"G4_P3_M39","T_cell"
"G5_P1_M39","T_cell"
"G5_P2_M39","T_cell"
"G5_P3_M39","T_cell"
"G5_P4_M39","B_cell"
"G6_P1_M39","T_cell"
"G6_P2_M39","T_cell"
"G7_P1_M39","T_cell"
"G7_P2_M39","T_cell"
"G7_P3_M39","T_cell"
"G8_P1_M39","T_cell"
"G8_P2_M39","T_cell"
"G8_P3_M39","T_cell"
"G9_P1_M39","NK"
"G9_P2_M39","T_cell"
"G9_P3_M39","T_cell"
"G9_P4_M39","T_cell"
"H10_P1_M39","T_cell"
"H10_P2_M39","T_cell"
"H10_P3_M39","T_cell"
"H10_P4_M39","T_cell"
"H11_P1_M39","T_cell"
"H11_P2_M39","T_cell"
"H11_P3_M39","T_cell"
"H11_P4_M39","T_cell"
"H12_P1_M39","T_cell"
"H12_P2_M39","T_cell"
"H12_P3_M39","T_cell"
"H12_P4_M39","T_cell"
"H1_P2_M39","T_cell"
"H1_P3_M39","T_cell"
"H1_P4_M39","T_cell"
"H2_P2_M39","T_cell"
"H2_P3_M39","T_cell"
"H2_P4_M39","NK"
"H3_P1_M39","T_cell"
"H3_P2_M39","T_cell"
"H3_P3_M39","T_cell"
"H3_P4_M39","T_cell"
"H4_P1_M39","Myeloid"
"H4_P2_M39","T_cell"
"H4_P3_M39","T_cell"
"H4_P4_M39","T_cell"
"H5_P1_M39","T_cell"
"H5_P2_M39","T_cell"
"H5_P3_M39","NK"
"H5_P4_M39","T_cell"
"H6_P1_M39","T_cell"
"H6_P2_M39","T_cell"
"H6_P3_M39","T_cell"
"H6_P4_M39","NK"
"H7_P1_M39","T_cell"
"H7_P2_M39","T_cell"
"H7_P3_M39","T_cell"
"H7_P4_M39","T_cell"
"H8_P1_M39","T_cell"
"H8_P2_M39","T_cell"
"H8_P3_M39","T_cell"
"H8_P4_M39","T_cell"
"H9_P1_M39","T_cell"
"H9_P2_M39","T_cell"
"H9_P3_M39","T_cell"
"H9_P4_M39","T_cell"
"A10_P1_M17","NK"
"A10_P2_M17","T_cell"
"A10_P5_M17","T_cell"
"A10_P6_M17","T_cell"
"A11_P2_M17","T_cell"
"A11_P5_M17","NK"
"A11_P6_M17","T_cell"
"A12_P1_M17","NK"
"A12_P5_M17","T_cell"
"A12_P6_M17","T_cell"
"A2_P2_M17","T_cell"
"A2_P5_M17","T_cell"
"A2_P6_M17","NK"
"A3_P1_M17","Myeloid"
"A3_P5_M17","T_cell"
"A3_P6_M17","T_cell"
"A4_P1_M17","NK"
"A4_P2_M17","B_cell"
"A4_P5_M17","NK"
"A5_P1_M17","Myeloid"
"A5_P2_M17","Myeloid"
"A5_P5_M17","NK"
"A5_P6_M17","NK"
"A6_P1_M17","NK"
"A6_P2_M17","T_cell"
"A6_P6_M17","NK"
"A7_P2_M17","T_cell"
"A7_P6_M17","T_cell"
"A8_P1_M17","NK"
"A8_P5_M17","T_cell"
"A8_P6_M17","T_cell"
"B10_P1_M17","T_cell"
"B10_P2_M17","T_cell"
"B10_P5_M17","T_cell"
"B10_P6_M17","T_cell"
"B11_P2_M17","NK"
"B11_P5_M17","Myeloid"
"B11_P6_M17","T_cell"
"B12_P1_M17","T_cell"
"B12_P5_M17","T_cell"
"B12_P6_M17","T_cell"
"B1_P1_M17","B_cell"
"B1_P5_M17","T_cell"
"B1_P6_M17","T_cell"
"B2_P5_M17","T_cell"
"B2_P6_M17","T_cell"
"B3_P1_M17","T_cell"
"B3_P6_M17","T_cell"
"B4_P1_M17","NK"
"B4_P2_M17","NK"
"B4_P6_M17","T_cell"
"B5_P1_M17","Myeloid"
"B5_P2_M17","T_cell"
"B5_P6_M17","T_cell"
"B6_P1_M17","B_cell"
"B6_P2_M17","T_cell"
"B7_P2_M17","B_cell"
"B8_P5_M17","T_cell"
"B8_P6_M17","Unassigned (all modules low)"
"B9_P1_M17","NK"
"B9_P2_M17","T_cell"
"B9_P5_M17","NK"
"B9_P6_M17","T_cell"
"C10_P1_M17","T_cell"
"C10_P2_M17","B_cell"
"C10_P5_M17","T_cell"
"C10_P6_M17","T_cell"
"C11_P1_M17","NK"
"C11_P2_M17","T_cell"
"C11_P5_M17","T_cell"
"C12_P2_M17","NK"
"C12_P6_M17","T_cell"
"C1_P2_M17","T_cell"
"C1_P6_M17","T_cell"
"C2_P1_M17","T_cell"
"C2_P2_M17","T_cell"
"C2_P5_M17","NK"
"C3_P1_M17","B_cell"
"C3_P2_M17","T_cell"
"C3_P5_M17","NK"
"C3_P6_M17","T_cell"
"C4_P1_M17","Myeloid"
"C4_P2_M17","T_cell"
"C4_P5_M17","T_cell"
"C5_P1_M17","T_cell"
"C5_P2_M17","T_cell"
"C5_P5_M17","T_cell"
"C5_P6_M17","T_cell"
"C6_P2_M17","T_cell"
"C6_P5_M17","T_cell"
"C7_P1_M17","B_cell"
"C7_P2_M17","T_cell"
"C7_P5_M17","T_cell"
"C8_P5_M17","T_cell"
"C9_P2_M17","NK"
"C9_P6_M17","T_cell"
"D10_P1_M17","T_cell"
"D10_P2_M17","B_cell"
"D10_P6_M17","NK"
"D11_P2_M17","T_cell"
"D11_P5_M17","T_cell"
"D12_P1_M17","NK"
"D12_P2_M17","B_cell"
"D12_P5_M17","T_cell"
"D12_P6_M17","T_cell"
"D1_P2_M17","T_cell"
"D1_P5_M17","T_cell"
"D1_P6_M17","Unassigned (all modules low)"
"D2_P2_M17","Myeloid"
"D2_P5_M17","NK"
"D2_P6_M17","T_cell"
"D3_P1_M17","T_cell"
"D3_P6_M17","T_cell"
"D4_P1_M17","T_cell"
"D5_P1_M17","NK"
"D5_P6_M17","T_cell"
"D6_P2_M17","NK"
"D6_P6_M17","Myeloid"
"D7_P5_M17","B_cell"
"D8_P1_M17","T_cell"
"D8_P2_M17","T_cell"
"D8_P5_M17","NK"
"D8_P6_M17","T_cell"
"D9_P1_M17","NK"
"D9_P2_M17","T_cell"
"D9_P5_M17","T_cell"
"D9_P6_M17","T_cell"
"E10_P1_M17","NK"
"E10_P2_M17","T_cell"
"E10_P5_M17","T_cell"
"E10_P6_M17","NK"
"E11_P2_M17","Myeloid"
"E11_P6_M17","T_cell"
"E12_P2_M17","Myeloid"
"E12_P5_M17","NK"
"E12_P6_M17","NK"
"E1_P1_M17","T_cell"
"E1_P2_M17","NK"
"E1_P5_M17","T_cell"
"E1_P6_M17","T_cell"
"E2_P2_M17","T_cell"
"E2_P5_M17","T_cell"
"E2_P6_M17","T_cell"
"E3_P5_M17","NK"
"E4_P1_M17","NK"
"E4_P6_M17","NK"
"E5_P2_M17","NK"
"E5_P5_M17","T_cell"
"E6_P2_M17","T_cell"
"E6_P5_M17","T_cell"
"E7_P2_M17","Myeloid"
"E7_P5_M17","NK"
"E7_P6_M17","T_cell"
"E8_P1_M17","Myeloid"
"E8_P6_M17","Myeloid"
"E9_P2_M17","NK"
"F10_P2_M17","T_cell"
"F10_P5_M17","T_cell"
"F11_P1_M17","NK"
"F11_P5_M17","T_cell"
"F11_P6_M17","T_cell"
"F12_P2_M17","Myeloid"
"F12_P6_M17","T_cell"
"F1_P5_M17","T_cell"
"F2_P5_M17","T_cell"
"F2_P6_M17","T_cell"
"F3_P2_M17","B_cell"
"F3_P6_M17","T_cell"
"F4_P2_M17","NK"
"F4_P5_M17","T_cell"
"F5_P5_M17","NK"
"F5_P6_M17","T_cell"
"F6_P1_M17","NK"
"F6_P6_M17","NK"
"F7_P1_M17","T_cell"
"F7_P2_M17","T_cell"
"F7_P5_M17","T_cell"
"F8_P5_M17","NK"
"G10_P6_M17","T_cell"
"G11_P1_M17","T_cell"
"G11_P5_M17","T_cell"
"G12_P1_M17","T_cell"
"G12_P2_M17","NK"
"G12_P5_M17","T_cell"
"G12_P6_M17","T_cell"
"G1_P2_M17","T_cell"
"G1_P5_M17","T_cell"
"G1_P6_M17","T_cell"
